typical_day_id,hour,weight_days,electric_load_kw,heat_load_kw,hydrogen_load_kg,grid_buy_kw,grid_sell_kw,pv_used_kw,pv_sold_kw,pv_curtail_kw,wind_used_kw,wind_sold_kw,wind_curtail_kw,heat_pump_power_kw,heat_pump_heat_kw,gas_boiler_heat_kw,gas_consumption_m3,battery_charge_kw,battery_discharge_kw,battery_soc_kwh,electrolyzer_power_kw,h2_production_kg,h2_charge_kg,h2_discharge_kg,h2_storage_kg,h2_external_supply_kg,h2_fuel_cell_kg,fuel_cell_power_kw,carbon_emission_kg
TD_TRANSITION,11,125,144594.5,88649.1,1078.94,0.0,26508.811002565606,426797.2608068556,26508.811002565606,0.0,-0.0,0.0,0.0,29282.255400673846,88649.1,0.0,0.0,52920.50540618176,0.0,121966.19541385837,200000.0,3637.750049514755,2558.8100495147555,0.0,7697.379956933336,0.0,-3.979039320256561e-13,0.0,0.0
TD_TRANSITION,12,125,144594.5,86409.0,1078.94,0.0,48001.43565818091,447879.4892071114,48001.43565818091,0.0,-0.0,0.0,0.0,27820.02575660013,86409.0,0.0,0.0,75464.96345051126,0.0,193657.91069184407,200000.0,3637.750049514755,2558.8100495147546,0.0,10255.869282283218,0.0,4.547473508864641e-13,0.0,0.0
TD_TRANSITION,13,125,144594.5,85485.6,1078.94,0.0,-0.0,407170.4128616044,0.0,0.0,-0.0,0.0,0.0,27238.592913586544,85485.6,0.0,0.0,35337.31994801789,0.0,227228.36464246106,200000.0,3637.750049514755,2558.8100495147555,0.0,12814.252003911211,0.0,-3.979039320256561e-13,0.0,0.0
TD_TRANSITION,14,125,144594.5,85776.3,1078.94,42531.71765850193,-0.0,274801.324269714,0.0,0.0,-0.0,0.0,0.0,27420.337574323894,85776.3,0.0,0.0,0.0,0.0,227228.36464246106,145318.2043538921,2726.38678874629,1647.4467887462906,0.0,14461.164865490671,0.0,-4.547473508864641e-13,0.0,29129.973424307973
TD_TRANSITION,15,125,144594.5,88803.0,1078.94,175052.4955012154,-0.0,132523.9062393663,0.0,0.0,-0.0,0.0,0.0,29385.506287227003,88803.0,0.0,0.0,0.0,0.0,227228.36464246106,133596.39545335472,2521.3208759393865,1442.3808759393905,0.0,15902.943192894,0.0,0.0,0.0,119893.45416878241
TD_TRANSITION,16,125,144594.5,94634.1,1078.94,164559.70724076254,0.0,13623.95297787878,0.0,0.0,-0.0,-0.0,0.0,33589.1602186413,94634.1,0.0,0.0,0.0,-0.0,227228.36464246106,0.0,0.0,0.0,1078.9400000000005,14823.340570260962,0.0,4.547473508864641e-13,0.0,112706.94348919825
TD_TRANSITION,17,125,144594.5,96258.6,1078.94,175052.4955012154,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,30457.99550121541,84277.27355186304,11981.32644813697,1273.5009798002343,0.0,-0.0,227228.36464246106,0.0,0.0,0.0,1078.94,13743.782931070533,0.0,0.0,0.0,122644.21628515092
TD_TRANSITION,18,125,139189.0,97353.0,1078.94,93743.32707150778,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,97353.0,10347.697429258369,0.0,45445.67292849222,179390.81419141663,0.0,0.0,0.0,1078.9400000000005,12664.270273448405,0.0,4.547473508864641e-13,0.0,86555.83115847375
TD_TRANSITION,19,125,139189.0,98071.2,1078.94,93743.32707150778,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,98071.2,10424.03525442753,0.0,45445.67292849222,131553.2637403722,0.0,0.0,0.0,1078.94,11584.802595520343,0.0,0.0,0.0,86720.72086083914
TD_TRANSITION,20,125,139189.0,98669.7,923.94,139189.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,98669.7,10487.650108735164,0.0,0.0,131553.2637403722,0.0,0.0,0.0,923.9400000000005,10660.379895412196,0.0,4.547473508864641e-13,0.0,117983.87033486794
TD_TRANSITION,21,125,139189.0,99353.7,923.94,122146.87265181541,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,99353.7,10560.35279937246,0.0,17042.12734818459,113614.18232123053,0.0,0.0,0.0,923.94,9735.995712916552,0.0,0.0,0.0,106468.75512587288
TD_TRANSITION,22,125,139189.0,99849.6,923.94,175052.4955012154,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,35863.49550121541,95468.62502423541,4380.974975764591,465.6559478841382,0.0,0.0,113614.18232123053,0.0,0.0,0.0,923.9400000000005,8811.650046428513,0.0,4.547473508864641e-13,0.0,120899.27101621215
TD_TRANSITION,23,125,135135.0,100362.6,923.94,173050.60256894596,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,37915.60256894598,100362.6,0.0,0.0,0.0,0.0,113614.18232123053,0.0,0.0,0.0,923.94,7887.342894343246,0.0,0.0,0.0,118522.35769947109
